직업코드	직업명	등급	직업기술서	예시
39911a	전화 상담원(보험)	A	보험과 관련된 각종 문의사항, 불편사항 및 상품에 대한 불만 등에 대해 설명하고 해당 부서에 통보하여 필요한 조치를 취하는 자를 말한다.	전화 상담원(보험)
39991	출판 및 자료편집 사무원	A	신문, 서적 등의 인쇄, 출판을 위한 인쇄자료를 준비하고 편집 업무를 수행하는 사람을 말한다. 	검증사무원, 검증원, 교정원, 글교정원, 보조편집자,교정, 부호화사무원, 원고관련사무원, 원고교정원, 인쇄교정원, 자료편집사무원, 전자조판원, 점자교정원, 출판및자료편집사무원, 편집보조원
39992	속기사	A	속기로 회의록을 작성하는 자로 회의, 강연, 법정 및 기타 의사 진행에 참석하여 속기로 축어적 의사록을 작성한다. 	속기사, 수필속기사, 컴퓨터속기사
39993	의료사무원(종합대학병원)	A	종합병원이나 대학병원에서 진료 보수 청구 명세서 작성과 관련된 업무를 수행하는 사람을 말한다. 	병원 사무장, 원무과 직원, 원무과장, 병원 접수원 등
39994	의료사무원(기타병원)	A	종합병원/대학병원 외 진료 보수 청구 명세서 작성과 관련된 업무를 수행하는 사람을 말한다. 	병원, 의원 사무장, 원무과 직원, 원무과장, 병원 접수원 등
39995	의료코디네이터	A	병원의 중간 관리자로서, 환자들의 의료 서비스 욕구를 충족시키기 위해 병원에서 해야 할 일을 기획·관리·개선 업무를 담당하는 사람. 의료서비스 상담을 업으로 하는 자 포함	병원상담실장, 병원코디네이터, 검진코디네이터, 의료코디네이터
39996	행정사	A	고객의 위임을 받아 행정기관 제출, 권리 의무나 사실증명에 관한 서류를 작성하고 작성된 서류의 제출을 대행하거나 인허가 및 면허 등을 받기 위해 행정기관에 하는 신청 청구 및 신고 등의 업무를 대리하는 자를 말한다.	기술행정사, 외국어행정사, 일반행정사, 해사행정사
41111	행정직 경찰관(외근제외)	A	공공질서와 치안유지 등 경찰과 관련된 공공서비스를 제공하고 업무의 운영 및 행정업무를 담당하는 자를 말한다(일선 지구대 및 기동대 등 치안실무자는 제외)	행정직 경찰관
41112	경찰특공대원	D	경찰특공대원 	경찰 경찰특공대원
41113	마약단속반원	D	마약 단속반원	마약단속반원
41114	강력계수사관	D	강력계수사관 	형사, 강력반형사
41115	교통경찰관	D	교통정리를 하며 사고가 발생된 경우 직권으로서 응급조치를 취하고 필요한 수사 작업을 수행하는 자를 말한다. 	교통경찰관
41116	해양경찰관(선박탑승)	D	해상 경비 및 어로 보호를 하며 해양 관련 각종 범죄를 단속. 수사하고 선박의 운항을 관리하여 해양안전을 확보하고 해양오염 방지를 위한 감시 및 방제 활동을 하는 자를 말한다. 	해양경비대, 해양경찰관, 해양수사관
41117	일반경찰관	B	법률과 질서를 유지하고 위험과 범법 행위로부터 인명과 재산을 보호하며 법률을 위반한 사람에 대한 법집행을 하는 자를 말한다. 또한 범죄행위단속 및 범죄자 검거 , 담당지역 순찰등 시민을 위한 서비스를 제공한다. 	거짓말탐지검사관, 검찰수사관, 경찰관, 경호경찰, 고속도로안전순찰대(경찰), 일반경찰관, 교통경찰관, 교통사고조사원, 도로순찰원, 마약수사관, 버스사고처리원, 사복경찰, 사이버경찰, 사이버경찰관, 사이버수사요원, 수사관,  순경, 일반경찰관, 지구대대장, 차량사고처리원, 치안관, 택시사고처리원, 특별사법경찰, 특수경찰, 프로파일러, 형사, 화물차사고처리원
41120	소방관(행정직)	A	소방직 공무원으로 행정, 세무, 관세, 운수, 교육행정, 노동, 문화 등에 관련된 업무를 하는 자를 말한다. 	소방관(행정직)
41126	소방관(화재감식전문)	B	소방직 공무원으로 소방서에서 화재조사업무, 화재조사 관련 유관기관과의 협조, 화재조사관련 민원처리 등의 업무를 수행하는 자를 말한다.	화재감식전문가, 화재검사원, 화재조사원
41121	소방관(화재진압)	C	화재 및 사고를 예방하고, 화재 또는 사고가 발생하였을 경우 진화 작업을 수행하며 인명과 재산을 구조하는 자를 말한다. 	소방관(화재진압)
41122	소방관(구급분야)	C	화재 및 사고를 예방하고, 화재 또는 사고가 발생하였을 경우 인명을 구조하는 자를 말한다. 	소방관(구급분야)
41123	소방관(운전분야)	D	화재 또는 사고가 발생하였을 경우 소방차를 운전하는 작업을 수행하는 자를 말한다. 	소방관(운전분야)
41124	소방관(산림소방사 등)	E	산림에 발생한 산불을 진화하기 위하여 산불이 발생한 곳에 파견되어 혼자 또는 작업조원으로서 산림소방관리자의 지시에 따라 진화작업을 하는 자를 말한다.	소방관(산림소방사)
41125	119구조 대원	D	화재 또는 사고가 발생하였을 경우 인명구조 작업을 수행하는 자를 말한다. 경우에 따라서는 소화작업을 병행하기도 한다. 	119구조 대원,응급구조대, 응급구조원
41131	소년원 학교 교사	A	소년원 학교 및 소년 분류 심사원에서 보호소년 및 위탁소년을 관리하고 이들에게 교화교육, 직업훈련, 생활지도 등 교정교육을 수행하는 자를 말한다. 	보도관, 보호관, 소년보호관, 소년원학교교사
41132	교도관	A	교도소, 구치소 및 보호감호소의 수용자를 관리하고 교정, 교화하는 자를 말한다. 	교도관, 보위교도관, 사복교도관, 정복교도관
41210	경호원	D	개인의 신변을 보호하는 자로서 개인을 호위하여 신체적 상해나 납치를 방지하고 사생활의 침해를 예방하는 자를 말한다.	개인안전경호원, 경호경비요원, 경호요원, 경호원, 보디가드, 특수경비원
41220	청원 경찰	B	청원경찰법에 따라 은행, 공공건물 또는 박물관 등의 사업체에서 재산 또는 시설의 치안을 유지하며 절도, 폭력, 법률위배 행위 또는 기타 불법행위를 방지하는 자를 말한다.	은행 청원경찰, 공공건물 청원경찰
41230	무인 경비원	C	도둑의 침입, 화재, 가스누출, 보안기기의 사용미숙 및 자체고장 등 보안 기기의 감지에 따라 보안 관제원의 대처 지시를 받고 출동하는 자를 말한다.	경비업체직원(무인경비), 무인경비원, 출동경비원
41291	보안검색원	B	보안기기를 관찰하여 도둑의 침입, 화재, 가스누출, 보안기기의 사용 미숙 및 자체 고장 등의 원인으로 보안기기에 이상 상황이 발생하면 현장 및 기계 경비원 또는 시스템을 통해 알리는 일을 말한다.	무인관제원, 보안관제원
41292	유통 및 매장 감시원	B	물품의 유통을 위하여 창고나 매장에 보관된 물건의 손상 및 멸실, 도난을 방지하기 위하여 고객을 감시하는 자를 말한다. 	매장감시원, 유통및매장감시원, 창고감시원
41293	주차 단속원	C	주로 지방자치단체에 고용되어 불법주차를 확인하고 증거를 채집하며 단속을 실시하는자를 말한다. 	불법주차단속원(공공), 주차단속원(공공)
41294	현금수송원	D	금융기관의 자금관리 업무 효율화를 기하기 위해 자금운송을 대행하는 자를 말한다. 	귀금속호송원, 현금수송원, 현금호송원
41299	그 외 경호 및 보안 관련 종사원	C	안전을 위하여 공사장, 위험시설 등의 위험한 장소에서 안전 여부를 정기적으로 순찰 조사하고, 일반인들의 접근을 막아 사고방지를 하는 안전순찰원이나 상기 세세분류 어느 항목에도 포함되지 않은 경호 및 보안관련 종사원을 말한다. 	가스관로순찰원, 가스도관관리원, 가스도관순찰원, 고속도로안전순찰원, 공항검색원, 도로교통안전유도원, 과적차량단속원, 귀중품수송원, 마샬러, 방범대원, 비행기유도사, 비행기유도원, 수렵감시원, 안전순찰원, 안전종사원,야생생물관리인, 장내정리원, 장내질서유지원, 전기도용조사원, 정찰원,조류보호구역관리인, 카지노안전관리원, 항공기유도원
42110	간병인	A	병원, 요양소, 기타 관련기관 및 가정에서 환자들을 돌보는 업무로 간병 및 요양보호 업무를 하는 자를 말한다. 	가정개인간호종사원, 간병사, 간병인, 간호시중원, 응급치료시중원(간병), 재가간병인, 환자시중원(병원)
42111	요양보호사	A	주로 생활복지시설 또는 재가서비스를 통해 방문한 가정에서 고령이나 노인성질환 등을 사유로 일상생활을 혼자서 수행하기 어려운 성인에게 신체활동 및 일상생활을 지원하는 자를 말한다. 	노인요양보호사, 노인요양사, 요양보호사
42191	산후조리 종사원	A	산후조리원,기타 관련기관,가정에서 산모를 돌보는자를 말한다, 산모의 상태를 점검하고 필요시 환자를 부축하고 목욕을 도와주며 산모에게 적합한 음식을 제공하는 등의 일을 수행하는자를 말한다.	산모도우미
42192	치료사 보조원	A	치료사를 보조하여 재활, 물리,언어,작업치료 등에 관련된 활동을 수행하는 자를 말한다.	물리치료보조원, 임상병리기사보조원, 정신병간호보조원, 치과위생보조원
42194	동물보건사	A	수의사법 16조에 따라 동물 보건사 자격을 취득한 자로서, 동물의 생명과 건강을 최우선으로 하여, 수의사의 진료를 돕고 수의사와 보호자, 동물의 원활한 소통과 상호작용을 통해 동물의 질병예방과 치료효과가 극대화될 수 있도록 돕는 일을 하는 사람을 말한다	동물보건사
42195	그 외 동물병원 종사원(수의사 및 동물보건사 제외)	A	동물병원 종사원(수의사 제외) 중 동물 보건사가 아닌 사람으로서 수의사 보조 관련 서비스 직무를 수행하는 사람을 말한다	동물병원 관리자, 동물 병원 접수원, 동물치료 보조원, 동물 약사.동물 행동 전문가
42210	미용사(이발사)	A	염색, 파마(퍼머넌트)해주고, 머리를 자르고 다듬어 주고, 수염을 손질해 주며, 기타 머리 손질 및 모발 미용에 관련된 서비스를 제공하는 자를 말한다. 	이발사, 헤어디자이너, 헤어스타일리스트, 헤어아티스트
42231	피부 및 체형관리사	A	피부 유형과 특성에 맞는 화장품, 미용 기구, 마사지, 팩 등을 이용해 피부를 전문적으로 관리하는 일을 하며 피부 성향에 알맞은 화장품의 종류를 설명하고 피부 관리법에 대해 조언하는 자를 말한다. 또한 얼굴뿐만 아니라 신체의 모든 부분을 아름답고 건강하게 관리해 주는 일을 하는자를 말한다. 현대인들의 변형된 체형의 원인들을 파악하고 체력과 영양상태 등을 측정한 후 그에 따른 올바른 처방과 올바른 식이요법 및 행동 수정요법, 기구요법 등 다양한 교정요법을 적용하여 적절한 대안제시와 처방교정을 통해 균형을 잡아주고 아름답고 건강한 삶을 유지할 수 있도록 관리해주는 자를 말한다	두피관리사, 경락 마사지사, 마사지사, 피부관리사, 피부관리 상담원, 에스테틱관리사
42234	네일샵 종사자	A	손마사지, 손톱 정리, 각피제거, 매니큐어 작업 등으로 손을 가꾸고 손톱관리 및 손톱에 장식을 하는 자를 말한다. 	네일아티스트
42235	목욕관리사	C	손님이 목욕하는 것을 도와주며, 피로를 풀 수 있도록 안마, 미용 서비스를 하는 자를 말한다. 	세신사
42241	메이크업 아티스트 및 분장사	A	고객의 의상, 얼굴 특성에 따라 화장을 해주며, 미용실이나 사진 스튜디오 등에서 주로 일하는 자를 말한다. 또한 영화, 연극, 방송드라마 출연자들의 얼굴을 극의 분위기에 맞게 분장하는 방송 분장사도 여기에 포함된다.	메이크업전문가, 화장전문가, 분장사, 무대 가발 담당자, 무대분장사, 마네킹화장사
42250	반려동물 미용사	B	반려동물 미용사	반려 미용사
42251	그 외 반려동물 관리 종사원	B	반려동물 미용실, 동물병원 등에서 일하며 반려동물에게 미용 외 서비스를 제공하는 사람을 말한다	반려동물 장례 상담원, 반려동물 장례 지도사, 애완동물장의사, 동물장의사, 반려동물장의사, 애견장례원, 반려동물장례원, 애견펫시터
42291	스타일리스트	A	패션 감각에 맞게 의상과 신발, 가방, 액세서리 등을 조화롭게 연출해 주는 일을 하는 자로, 옷과 액세서리, 메이크업, 헤어스타일 등을 조화시켜 전체적인 멋을 추구하고 특성에 맞는 제품을 기획, 조정하는 자를 말한다. 	스타일리스트, 패션 어드바이저
42292	이미지컨설턴트	A	다른 사람들에게 주는 인상을 관리,창조해 주는 직종으로 헤어스타일과 의상에서부터 대인과의사교에 이르기까지 이미지 전체를 일관되게 바꾸는 일을 지도해 주는 자를 말한다. 	에티켓 컨설턴트, 화술 컨설턴트
42299	그 외 미용관련 서비스 종사원	B	상기 세세분류 어느항목에도 포함되지 않은 직무를 수행하는자가 여기에 분류된다	면도사, 미용견습원, 샴푸도우미, 이발견습원, 이용견습원, 타투이스트
42311	결혼 상담원	A	결혼을 원하는 사람에게 만남을 주선해주고 컴퓨터를 이용하여 객관적인 데이터에 입각해 최적의 배우자와 연결시켜 주는 일을 하는 자를 말한다. 	결혼컨설턴트, 결혼상담원, 커플매니저 
42311a	결혼 상담원(비등록업체)	A	업체에 소속되어 있지 않고 중매를 서며 이에 대한 소개료를 받는 사람을 말한다.	중매인
42312	웨딩 플래너	A	결혼하기 전 준비에서부터 신혼여행에 이르기까지의 전과정을 기획하고 대행하는 업무를 수행하는 자를 말한다. 	웨딩플래너, 웨딩코디네이터, 웨딩컨설턴트
42320	예식 웨딩업 종사원(식당 서빙 제외)	A	결혼식을 진행하기 위하여 의자, 카펫 등을 정리하고 필요한 자료를 준비하며, 예식 진행과정을 관찰하여 신랑 신부의 의상과 행동을 교정해주는 자를 말한다. 요청시 주례업무를 대행하는 사람을 말한다.	예식진행 보조원, 예식종사원, 폐백종사원, 전문 주례사, 웨딩헬퍼, 폐백진행요원
42331	장례 상담원	B	장례와 관련하여 의뢰인의 사전 방문에 따라 장례절차와 방법에 대해 상담 및 유족과 장례절차를 상담을 해 주는 자를 말한다	장례 상담원
42332	장례 지도사	C	장례용품 준비부터 시신관리, 장례식 주관 등 장례에 관한 절차를 관리하는 자를 말한다	장의사, 시체 방부사, 염사, 장례 지도사, 장의사 보조원, 장례복지사
42333	상조설계사	B	보험가입 대상자를 방문하여 고객에게 적합한 (상조)보험상품 가입을 권유하고 계약서를 작성하는 업무를 수행한다.	상조상담원
42901	점술가(역술인)	C	철학관,점술관 등에서 손금, 관상,사주팔자 또는 여러가지 점치는 도구 등을 이용하여 고객의 과거사를 열거하고 자얘에 발생할 수 있는 일에 대해 말해주거나 조언하는 자를 말한다.	운명 철학가, 관상가, 타로점술가, 작명가
42902	무속인	C	무속신앙을 토대로 고객의 길흉화복을 점치고 부적을 쓰거나 무구를 활용하여 굿을 하는 자들을 말한다	무속인, 무당, 법사
43110	항공기 객실승무원	A	항공기 여객의 편의와 안전을 도모하기 위해 각종 서비스를 제공하는 자를 말한다.객실승무원의 활동을 감독하는 객실 사무장도 여기에 포함된다.	객실장, 객실 사무장, 객실 승무원, 스튜어드, 스튜어디스 
43121	선박 객실승무원	E	선박에서 음료를 제공하는 등 여객이 안전하고 편안한 여행을 할 수 있도록 각종 편의를 도모하며, 승객의 요구사항을 말한다. 	여객선 승무원, 선실 승무원, 선박객실 승무원, 크루즈승무원
43121a	선박 객실승무원(근해 및 내수면 유람선)	E	근해 및 내수면 선박의 선실관리 및 음식물 조달에 종사하는 자의 작업을 계획, 조정, 감독하고 승객의 전반적인 요청에 대하여 편의를 도모하는 자를 말한다.	유람선 승무원, 연안여객선 승무원
43122	열차 객실승무원	C	운행중에 있는 여객열차에 대한 책임을지는 자로서 기관사에게 출발 또는 정차신호를 하며 승객의 안전을 위해 예방조치를 취하기도하고 열차에서 음료를 제공하는 등 여객이 안전하고 편안한 여행을 할 수 있도록 각종 편의를 도모하여, 승객의 요구사항을 들어주는 자를 말한다.	여객 전무, 여객열차 차장, 열차 안내원, 역무원
43211	여행 및 관광통역 안내원(문화관광및숲자연환경해설사포함)	A	국내·외를 여행하는 개인 또는 단체에 교통기관, 숙박시설, 관광객 이용시설 및 편의시설의 이용에 대하여 안내하는 등 각종 여행 편의를 제공하며, 관광지 및 관광대상품을 설명하거나 여행을 안내한다. 또는 국내를 여행하는 개인 또는 단체의 외국인에게 외국어를 사용하여 관광지 및 관광대상물을 설명하거나 여행을 안내한다.	투어 컨덕터, 국내여행 가이드
43211a	여행및관광통역안내원(국외여행)	A	국외를 여행하는 개인 또는 단체에 교통기관, 숙박시설, 관광객 이용시설 및 편의시설의 이용에 대하여 안내하는 등 각종 여행편의를 제공하며, 관광지 및 관광대상품을 설명하거나 여행을 안내한다.	해외여행 가이드, 해외여행인솔자
43221	호텔 서비스원	B	호텔에서 고객에게 각종 서비스를 제공하기 위하여 영접, 객실안내, 짐운반, 우편물의 접수와 배달, 객실 열쇠 관리, 세탁물 보급, 음식 제공 등 각종 서비스를 제공하는 자를 말한다. 	벨맨, 도어맨, 룸서비스맨, 벨보이, 버틀러, 호텔차량관리원, 호텔컨시어지
43229	그 외 숙박시설 서비스원	B	콘도,모텔 및 기타 숙박시설에서 손님에게 시중을 들고 서비스를 제공하는자를 말한다.	콘도 서비스원, 모텔 시중원, 여관 시중원, 고시원관리인, 여인숙종업원
43231	유원시설 및 테마파크 종사원	C	놀이시설에 설치된 오락용 승차기구를 운전하거나 고객에게 운전방법을 알려주며, 고객에게 각종 편의를 제공하는 자, 노래방에서 고객의 편의를 위하여 기기의 사용을 도와주거나 음료를 판매하는 등 각종 서비스를 제공하는 자를 말한다.	놀이시설 안내원, 놀이기구 조작원, 놀이시설 종사원, 놀이기구 진행요원, 케이블카안내원,  테마파크종사원
43232	노래방 종사원	C	노래방에서 고객의 편의를 위하여 기기의 사용을 도와주거나 음료를 판매하는 등 각종 서비스를 제공하는 자를 말한다	노래방 종사원, 노래방 관리인
43239	그 외 오락시설 종사원	B	놀이시설에 설치된 오락용 승차기구를 운전하거나 고객에게 운전방법을 알려주며, 고객에게 각종 편의를 제공하는 자, 노래방에서 고객의 편의를 위하여 기기의 사용을 도와주거나 음료를 판매하는 등 각종 서비스를 제공하는 자,기타 오락시설 종사자를 말한다.	비디오방 종사원, 비디오방 관리인, 만화방 관리인, 검도장관리인, 골프연습장관리원, 당구장관리인, 댄스교습소관리자, 볼링장관리원, 비디오방관리인, 수영장관리자, 스키장관리자, 아쿠아리스트, 태권도장관리인, 헬스클럽관리원
43239a	PC방 운영관리자, PC방 종사원	B	PC방을 운영하고 관리하는 자를 말한다.	PC방 관리인
43291	카지노 딜러	A	호텔 내 카지노에서 카드놀이, 주사위놀이, 룰렛 등의 게임을 진행하는 자를 말한다.	게임딜러, 테이블게임진행자
43292	골프장 캐디	B	골프장에서 골프치는 사람들을 위해 골프백이나 골프기구를 정리하고, 거리에 따라 알맞은 골프기구를 선정해 주고, 골프 코스나 골프장의 지형지물에 대해 조언하고 즐거운 골프가 될 수 있도록 골퍼들에게 서비스를 제공하는 자를 말한다. 	캐디, 골프진행도우미
43293	응원단원	B	운동경기에서 소속팀의 사기를 북돋우기 위하여 응원복을 입고 춤,동작을 취하며 관중이 따라 하거나 함성을 지르도록 유도하고 각종 구호를 연호하도록 선창하는 일을 하는 자를 말한다.	응원단장, 응원단원, 치어리더, 치어걸
43294	전문등반인(암벽,빙벽포함)	E	천연 암벽이나 등반용 인공 구조물을 맨손이나 가벼운 장비를 이용하여 오르는 사람을 말한다. 	전문등반인(암벽, 빙벽포함)
43295	오지 탐험가	E	도시에서 멀리 떨어져 사람이 많이 살지 않는 변두리나 깊은 곳을 여행하거나 탐험하는 자를 말한다.	오지 탐험가
43296	레저관련종사자	E	특수기구 및 장비를 이용하여 공중에서 즐기는 항공레저, 수중이나 수면에서 진행하는 수상레저, 육상에서 진행하는 육상레저 에 종사하는 자를 말한다.	행글라이딩 관련 종사자, 페러글라이딩 관련 종사자, 스카이다이빙 관련 종사자, 열기구 관련 종사자, 윈드서핑 관련 종사자, 래프팅 관련 종사자, 스쿠버다이빙 관련 종사자
43299	그 외 여가 및 스포츠 관련 종사자	C	상기 세세분류 어느 항목에도 포함되지 않은 여가 및 스포츠 관련 직무를 수행하는 자가 여기에 분류된다. 	경기보조원, 낚시터운영자
44111	주방장 및 조리사(선박 조리사 제외)	B	각종 사업체, 시설, 가정, 병원 또는 여객열차에서 음식을 준비 및 조리하고 음식료품을 제공하는 것과 관련된 여러 가지 일을 수행하는 자를 말한다.	한식 조리사, 중식 조리사, 양식 조리사, 일식 조리사 등
44111a	차(커피, 전통차) 조리사 및 바리스타	B	대추차, 오미자차, 모과차, 쌍화차 등 전통차 및 다양한 커피를 만들어 고객에게 제공하는 자를 말한다.	전통차 조리사, 바리스타, 커피조리사, 빙수조리사, 주스조리사
44111b	포장마차 운영자	B	노점에서 분식이나 술과 안주를 조리하여 판매하는 자를 말한다.	포장마차 운영자
44113	선박조리사	D	선박에서 음식을 준비 및 조리하고 음식료품을 제공하는 것과 관련된 여러 가지 일을 수행하는 자를 말한다.	선박조리사, 선박요리사
44210	바텐더	C	음료에 대한 전문 지식을 가지고 칵테일을 조주하여 고객에게 제공하는 자를 말한다. 이들은 레스토랑, 호텔, 칵테일바 등에 고용되어 있다. 감독 기능을 겸하는 바텐더도 여기에 포함된다. 	조주사, 믹솔로지스트
44221	식당 종사원	B	음식업소에서 고객에게 메뉴를 제시하고 음식을 주문받아 제공하는 자를 말한다.	연회 웨이터 및 웨이트리스, 식당 웨이터 및 웨이트리스, 철도식당차 웨이터 및 웨이트리스, 홀서빙원
44222	음료서비스 종사원	B	음료접객업소에서 커피,차, 청량음료 등을 주문받고 이를 제공하는자를 말하며, 경우에따라 간단한 음식이나 주류를 주문받아 제공하기도 한다.	카페 웨이터, 웨이트리스, 다방종업원, 커피숍종업원
44223	주류서비스 종사원(일반주점)	B	일반주점 등의 주류 접객업소에서 주류의 선택을 도와 제공하고, 고객에게 주류목록을 제시하는 자를 말하며 주류의 특성에 관한 질문 등에 답하고, 요리와 잘 어울리는 주류를 추천하기도 한다. 	소믈리에, 와인스튜어드, 일반주점 웨이터, 웨이트리스, 호스트(식음료관련)
44224	주류서비스 종사원(유흥주점)	D	유흥, 단란주점 등의 주류 접객업소에서 주류의 선택을 도와 제공하고, 고객에게 주류 목록을 제시하는 자를 말하며 주류의 특성에 관한 질문 등에 답하고, 요리와 잘 어울리는 주류를 추천하기도 한다. 	유흥주점 웨이터, 웨이트리스, 나이트클럽웨이터, 클럽호스트
44290	푸드코디네이터	A	광고, 전시 등을 위해 해당 시안에 맞는 음식과 소품이나 장식품 등을 준비하고, 이를 적절하게 구성하여 음식의 시각적 효과를 극대화하는 연출을 하는 자를 말한다.	요리연구가, 테이블 코디네이터, 푸드 스타일리스트, 다이어트 컨설팅, 레스토랑 프로듀서
51010	자동차 영업원(신차)	B	생산된 자동차를 고객에게 판매하기 위한 일련의 업무를 수행하는 자를 말한다. 이들은 자동차 제조회사에서 운영하는 직영영업소나 자동차 대리점에 고용되어 있다. 이들에 대한 감독기능을 함께 수행하는 영업원도 여기에 포함된다.	자동차 딜러, 자동차 영업원, 카매니저, 오토바이영업원, 자동차세일즈맨
51011	자동차 영업원(중고차)	B	중고차의 매입과 알선 및 판매를 담당하는 자로 중고차의 주행거리.시장상황,상태 등을 종합적으로 파악하여 적정 판매 가격을 결정하여 차를 매입 및 판매 하거나 판매를 알선한다. 	중고차 딜러, 중고자동차판매원
51021	제품 및 광고 영업원	B	도매 및 제조업체 등에 고용되어 각종 제품과 서비스를 판매한다. 이들은 식품, 의류, 호텔, 사업서비스 관련 회사에서 일한다. 이들에 대한 감독기능을 함께 수행하는 일반 영업원도 여기에 포함된다. (단, 자동차 영업원(5101)은 제외)	건축자재 영업원, 건설수주 영업원, 레미콘 영업원, 건설관공서 영업원, 건설자재 영업원, 가설재 영업원, 내외장재 영업원, 마감재 영업원, 고 영업원, 인쇄 영업원, 전단광고영업원, 신문광고영업원, 광고대행영업원, 옥외광고물영업원
51031	보험 중개사	A	회사나 개인에게 자동차, 화재, 생명, 재산 등 관련한 보험을 판매하는 자로 보험회사에 고용되어 해당 회사의 상품을 고객에게 판매하거나 여러 보험회사와 독립대리점 계약을 체결한 보험대리점에서 고객을 대신해 여러 회사의 보험 상품을 비교한 후 적합한 보험 상품을 추천하고 판매하는 자를 말한다. 	개인보험중개인, 보험대리인
51032	보험대리점주 및 사용인(당사)	B	보험가입대상자를 방문하여 보험가입을 권유하고 계약서를 작성하여 영업점에 제출하는 자를 말하며, 보험회사에 고용되어 해당 회사의 보험 상품을 고객에게 권유하고 판매한다. 개별 은행, 증권 보험회사 등 펀드판매 회사와 계약을 맺고 펀드 가입을 권유하는업무를 병행하기도 한다.	보험대리점주 및 사용인
51033	보험설계사(당사)	B	보험가입 대상자를 방문하여 보험 가입을 권유하고 계약서를 작성하여 영업점에 제출하는 자를 말하며, (당사)보험회사에 고용되어 해당 회사의 보험상품을 고객에게 권유하고 판매한다. 	보험영업원(당사), 라이프플래너(당사), 보험영업사원(당사)
51034	보험대리점(타사)	B	보험가입 대상자를 방문하여 보험 가입을 권유하고 계약서를 작성하여 영업점에 제출하는 자로 보험회사에 고용되어 해당 회사의 보험 상품을 고객에게 권유하고 판매하며, 계약을 맺고 가입을 권유하며 판매하는 자를 말한다. 	보험대리점 종사자 (타사)
51035	보험설계사(타사)	B	보험가입 대상자를 방문하여 보험 가입을 권유하고 계약서를 작성하여 영업점에 제출하는 자를 말하며, (타사)보험회사에 고용되어 해당 회사의 보험상품을 고객에게 권유하고 판매한다. 	보험영업원(타사), 라이프플래너(타사), 보험영업사원(타사)
51036	교차설계사(당사)	B	보험가입 대상자를 방문하여 보험 가입을 권유하고 계약서를 작성하여 영업점에 제출하는 자를 말하며, 보험회사에 고용되어 해당(교차회사)의 보험상품을 고객에게 권유하고 판매한다. 	보험영업원, 라이프플래너, 보험영업사원
51037	간접 투자증권 판매인	A	보험설계사나 투자상담사들중 30시간 이상 교육을 받고 펀드취득권유인능력평가시험을 통과한 이들로 개별은행, 증권, 보험회사 등 펀드 판매회사와 계약을 맺고 보험상품, 은행상품, 증권상품 등을 판매하는 자를 말한다. 	펀드투자권유대행인, 증권투자권유대행인
51038	신용카드모집인	B	신용카드 회사로부터 업무를 위탁받아 신용카드 발급계약의 체결을 중개하는 자를 말한다. 신용카드 발급 수요자를 발굴하여, 고객에게 신용카드 약관과 연회비 등의 거래조건 등 신용카드 상품을 설명하고, 가입을 권유한다. 신용카드 신청서류를 접수하거나 전달하는 업무를 병행하기도 한다.	신용카드모집인, 신용카드설계사
52111	소규모 상점 경영 및 일선 관리 종사원	B	소규모 상점을 독립적으로 또는 소수의 타인의 지원을 받아 소유하고 운영하는 자와 편의점 등 프랜차이즈 소매점이나 백화점, 쇼핑센터에 있는 단일 매장내 일선 관리 업무를 수행하는 자를 말한다.▶관련업종 : 의류, 화장품, 가전제품, 가구, 신발 및 액세서리, 서적·문구 및 음반, 원예작물, 농·수산물 등 관련 제품 	가맹점주, 도소매 상점주인, CM, 리테일 매니저, 도소매 매장관리자, 편의점 매니저
52119	백화점 및 대형쇼핑몰 판매원	B	백화점 및 대형쇼핑몰 등 에서 고객에서 상품설명, 시연, 판매, 상품포장, 계산 등의 업무에 종사하는 자를 말한다	백화점 및 대형쇼핑몰 판매원
52121	매표원	A	극장, 공원 및 유원지 등의 매표소에서 고객에게 입장표를 발행하고 현금을 받는다. (버스 및 지하철 승차권, 복권, 마권을 판매하는 직무도 포함)	복권 판매원, 마권 발매원, 기차표 판매원, 항공권 판매원, 상품권 판매원, 버스매표원, 경기장입장권 판매원, 목욕탕 매표원, 경륜권 발매원
52131	매장 계산원 및 요금정산원	A	매장 계산원은 상점, 레스토랑 등 제품이나 서비스의 판매가 이루어지는 장소에서 판매액을 계산하고 금액을 직접 수령하는 자를 말한다.요금정산원은 시설 사용이나 서비스의 대가로 지불된 현금을 수취하고 거스름돈을 지불하는 일을 수행하는 자를 말한다.	계산원, 카운터, 캐셔, 매장 계산원, 임대료수납원, 요금 정산원, 주차료 정산원, 고속도로 통행료 수납원
52201	렌터카 종사원(운전 미참여)	A	자동차 대여를 전문으로 하는 업체에서 소비자에게 자동차를 대여하는 자를 말한다. 대여비용 및 자동차의 정보, 계약조건을 설명하기도 한다. (사무직)	렌트카 대여원(운전 미참여)
